2023-10-24 23:21:33, CPU: 12.8%, Memory: 2.62%
2023-10-24 23:21:34, CPU: 9.1%, Memory: 2.63%
2023-10-24 23:21:35, CPU: 13.6%, Memory: 2.65%
2023-10-24 23:21:36, CPU: 10.7%, Memory: 2.65%
2023-10-24 23:21:37, CPU: 11.8%, Memory: 2.66%
2023-10-24 23:21:38, CPU: 17.1%, Memory: 2.67%
2023-10-24 23:21:40, CPU: 11.7%, Memory: 2.67%
2023-10-24 23:21:41, CPU: 9.3%, Memory: 2.67%
2023-10-24 23:21:42, CPU: 11.8%, Memory: 2.68%
2023-10-24 23:21:43, CPU: 14.3%, Memory: 2.69%
2023-10-24 23:21:44, CPU: 13.8%, Memory: 2.69%
2023-10-24 23:21:45, CPU: 11%, Memory: 2.69%
2023-10-24 23:21:47, CPU: 11.8%, Memory: 2.70%
2023-10-24 23:21:48, CPU: 10.8%, Memory: 2.70%
2023-10-24 23:21:49, CPU: 8.9%, Memory: 2.71%
2023-10-24 23:21:50, CPU: 8.3%, Memory: 2.71%
2023-10-24 23:21:51, CPU: 9.4%, Memory: 2.72%
2023-10-24 23:21:52, CPU: 6.9%, Memory: 2.71%
2023-10-24 23:21:54, CPU: 15.3%, Memory: 2.72%
2023-10-24 23:21:55, CPU: 11.4%, Memory: 2.72%
2023-10-24 23:21:56, CPU: 13.3%, Memory: 2.72%
2023-10-24 23:21:57, CPU: 11.5%, Memory: 2.72%
2023-10-24 23:21:58, CPU: 8.7%, Memory: 2.72%
2023-10-24 23:21:59, CPU: 10.6%, Memory: 2.72%
2023-10-24 23:22:01, CPU: 13.3%, Memory: 2.72%
2023-10-24 23:22:02, CPU: 8.3%, Memory: 2.72%
2023-10-24 23:22:03, CPU: 8.5%, Memory: 2.73%
2023-10-24 23:22:04, CPU: 15%, Memory: 2.73%
2023-10-24 23:22:05, CPU: 12.3%, Memory: 2.73%
2023-10-24 23:22:06, CPU: 9.6%, Memory: 2.74%
2023-10-24 23:22:08, CPU: 8.6%, Memory: 2.74%
2023-10-24 23:22:09, CPU: 8.4%, Memory: 2.74%
2023-10-24 23:22:10, CPU: 6.9%, Memory: 2.74%
2023-10-24 23:22:11, CPU: 11%, Memory: 2.74%
2023-10-24 23:22:12, CPU: 9.8%, Memory: 2.74%
2023-10-24 23:22:13, CPU: 7.8%, Memory: 2.74%
2023-10-24 23:22:15, CPU: 13.6%, Memory: 2.74%
2023-10-24 23:22:16, CPU: 12.2%, Memory: 2.74%
2023-10-24 23:22:17, CPU: 10.9%, Memory: 2.74%
2023-10-24 23:22:18, CPU: 6.5%, Memory: 2.74%
2023-10-24 23:22:19, CPU: 10.9%, Memory: 2.73%
2023-10-24 23:22:20, CPU: 9%, Memory: 2.74%
2023-10-24 23:22:22, CPU: 10.5%, Memory: 2.74%
2023-10-24 23:22:23, CPU: 12.1%, Memory: 2.74%
2023-10-24 23:22:24, CPU: 10.9%, Memory: 2.74%
