2023-10-24 23:22:31, CPU: 13.2%, Memory: 2.74%
2023-10-24 23:22:32, CPU: 10.5%, Memory: 2.74%
2023-10-24 23:22:33, CPU: 11.4%, Memory: 2.75%
2023-10-24 23:22:34, CPU: 12.4%, Memory: 2.75%
2023-10-24 23:22:35, CPU: 12.1%, Memory: 2.75%
2023-10-24 23:22:37, CPU: 7.3%, Memory: 2.75%
2023-10-24 23:22:38, CPU: 12.8%, Memory: 2.75%
2023-10-24 23:22:39, CPU: 12.7%, Memory: 2.75%
2023-10-24 23:22:40, CPU: 15%, Memory: 2.75%
2023-10-24 23:22:41, CPU: 12.3%, Memory: 2.74%
2023-10-24 23:22:42, CPU: 12.9%, Memory: 2.75%
2023-10-24 23:22:44, CPU: 7.9%, Memory: 2.75%
2023-10-24 23:22:45, CPU: 10.1%, Memory: 2.75%
2023-10-24 23:22:46, CPU: 10.6%, Memory: 2.75%
2023-10-24 23:22:47, CPU: 6.3%, Memory: 2.75%
2023-10-24 23:22:48, CPU: 13.9%, Memory: 2.76%
2023-10-24 23:22:49, CPU: 14.5%, Memory: 2.76%
2023-10-24 23:22:51, CPU: 11.3%, Memory: 2.75%
2023-10-24 23:22:52, CPU: 13.9%, Memory: 2.75%
2023-10-24 23:22:53, CPU: 12.9%, Memory: 2.76%
2023-10-24 23:22:54, CPU: 9.5%, Memory: 2.76%
2023-10-24 23:22:55, CPU: 11.9%, Memory: 2.75%
2023-10-24 23:22:56, CPU: 13.5%, Memory: 2.76%
2023-10-24 23:22:58, CPU: 15%, Memory: 2.76%
2023-10-24 23:22:59, CPU: 15%, Memory: 2.76%
2023-10-24 23:23:00, CPU: 9.5%, Memory: 2.76%
2023-10-24 23:23:01, CPU: 15.7%, Memory: 2.76%
2023-10-24 23:23:02, CPU: 12.5%, Memory: 2.76%
2023-10-24 23:23:03, CPU: 10.8%, Memory: 2.76%
2023-10-24 23:23:05, CPU: 12.4%, Memory: 2.76%
2023-10-24 23:23:06, CPU: 6.1%, Memory: 2.76%
2023-10-24 23:23:07, CPU: 10.9%, Memory: 2.76%
2023-10-24 23:23:08, CPU: 11.8%, Memory: 2.76%
2023-10-24 23:23:09, CPU: 8.7%, Memory: 2.76%
2023-10-24 23:23:10, CPU: 11.8%, Memory: 2.76%
2023-10-24 23:23:15, CPU: 10%, Memory: 2.77%
2023-10-24 23:23:16, CPU: 10.8%, Memory: 2.77%
2023-10-24 23:23:17, CPU: 12.2%, Memory: 2.77%
2023-10-24 23:23:18, CPU: 8.9%, Memory: 2.77%
2023-10-24 23:23:20, CPU: 10.3%, Memory: 2.77%
2023-10-24 23:23:21, CPU: 9.1%, Memory: 2.77%
2023-10-24 23:23:22, CPU: 7.9%, Memory: 2.77%
2023-10-24 23:23:23, CPU: 11.6%, Memory: 2.77%
2023-10-24 23:23:24, CPU: 10.4%, Memory: 2.77%
2023-10-24 23:23:25, CPU: 13.9%, Memory: 2.76%
2023-10-24 23:23:27, CPU: 9.8%, Memory: 2.76%
2023-10-24 23:23:28, CPU: 10.4%, Memory: 2.76%
2023-10-24 23:23:29, CPU: 8.9%, Memory: 2.75%
2023-10-24 23:23:30, CPU: 14%, Memory: 2.75%
2023-10-24 23:23:31, CPU: 10.2%, Memory: 2.75%
2023-10-24 23:23:33, CPU: 11.8%, Memory: 2.75%
2023-10-24 23:23:34, CPU: 11.1%, Memory: 2.75%
2023-10-24 23:23:35, CPU: 11.1%, Memory: 2.75%
2023-10-24 23:23:36, CPU: 12.8%, Memory: 2.75%
2023-10-24 23:23:37, CPU: 12.4%, Memory: 2.75%
2023-10-24 23:23:38, CPU: 9.9%, Memory: 2.75%
2023-10-24 23:23:40, CPU: 11.9%, Memory: 2.75%
2023-10-24 23:23:41, CPU: 13.7%, Memory: 2.75%
2023-10-24 23:23:42, CPU: 11.5%, Memory: 2.75%
2023-10-24 23:23:43, CPU: 13.6%, Memory: 2.77%
2023-10-24 23:23:44, CPU: 11.1%, Memory: 2.77%
2023-10-24 23:23:45, CPU: 12.3%, Memory: 2.76%
2023-10-24 23:23:47, CPU: 13.1%, Memory: 2.77%
2023-10-24 23:23:48, CPU: 13.8%, Memory: 2.77%
2023-10-24 23:23:49, CPU: 11.5%, Memory: 2.77%
2023-10-24 23:23:50, CPU: 13.3%, Memory: 2.77%
2023-10-24 23:23:51, CPU: 8.2%, Memory: 2.77%
2023-10-24 23:23:52, CPU: 8.5%, Memory: 2.77%
2023-10-24 23:23:53, CPU: 8.7%, Memory: 2.77%
2023-10-24 23:23:55, CPU: 7.5%, Memory: 2.77%
2023-10-24 23:23:56, CPU: 6.7%, Memory: 2.77%
2023-10-24 23:23:57, CPU: 9.3%, Memory: 2.77%
2023-10-24 23:23:58, CPU: 10.6%, Memory: 2.78%
2023-10-24 23:23:59, CPU: 10.2%, Memory: 2.78%
2023-10-24 23:24:00, CPU: 10.2%, Memory: 2.78%
2023-10-24 23:24:02, CPU: 15.3%, Memory: 2.77%
2023-10-24 23:24:03, CPU: 6.6%, Memory: 2.77%
2023-10-24 23:24:04, CPU: 11.2%, Memory: 2.77%
2023-10-24 23:24:05, CPU: 11.8%, Memory: 2.77%
2023-10-24 23:24:06, CPU: 10.1%, Memory: 2.77%
2023-10-24 23:24:07, CPU: 10.7%, Memory: 2.78%
2023-10-24 23:24:09, CPU: 10.7%, Memory: 2.77%
2023-10-24 23:24:10, CPU: 16.4%, Memory: 2.77%
